path,label
data_single/20250926-234415-9c6dc5-L0.npz,0
data_single/20250926-234558-f01da4-L0.npz,0
data_single/20250926-234546-9a82df-L0.npz,0
data_single/20250926-234252-f615cd-L1.npz,1
data_single/20250926-234558-248866-L0.npz,0
data_single/20250926-234507-5b242a-L0.npz,0
data_single/20250926-234509-cbdd5b-L0.npz,0
data_single/20250926-234535-eebcad-L0.npz,0
data_single/20250926-234406-b03dcf-L0.npz,0
data_single/20250926-234532-97dfef-L0.npz,0
data_single/20250926-234549-362856-L0.npz,0
data_single/20250926-234548-32a2d1-L0.npz,0
data_single/20250926-234557-896020-L0.npz,0
data_single/20250926-234237-9732c2-L1.npz,1
data_single/20250926-234148-61659d-L1.npz,1
data_single/20250926-234150-b9cabb-L1.npz,1
data_single/20250926-234145-db6212-L1.npz,1
data_single/20250926-234542-0999b6-L0.npz,0
data_single/20250926-234451-dbc1c1-L0.npz,0
data_single/20250926-234444-7b9f77-L0.npz,0
data_single/20250926-234231-2d8f9d-L1.npz,1
data_single/20250926-234146-d73dc5-L1.npz,1
data_single/20250926-234508-03aaf0-L0.npz,0
data_single/20250926-234422-d9767e-L0.npz,0
data_single/20250926-234243-b482e2-L1.npz,1
data_single/20250926-234532-49d67a-L0.npz,0
data_single/20250926-234546-b6b603-L0.npz,0
data_single/20250926-234523-e60ebd-L0.npz,0
data_single/20250926-234416-3c4728-L0.npz,0
data_single/20250926-234226-f72dc5-L1.npz,1
data_single/20250926-234443-8b1ad6-L0.npz,0
data_single/20250926-234224-5ec595-L1.npz,1
data_single/20250926-234531-8b66fd-L0.npz,0
data_single/20250926-234514-44928b-L0.npz,0
data_single/20250926-234439-d1c840-L0.npz,0
data_single/20250926-234534-30f942-L0.npz,0
data_single/20250926-234428-eb65ad-L0.npz,0
data_single/20250926-234238-0944a0-L1.npz,1
data_single/20250926-234423-c5c4e8-L0.npz,0
data_single/20250926-234523-7b867b-L0.npz,0
data_single/20250926-234433-b02988-L0.npz,0
data_single/20250926-234506-80e455-L0.npz,0
data_single/20250926-234550-1c786a-L0.npz,0
data_single/20250926-234212-3a4d7e-L1.npz,1
data_single/20250926-234546-bda992-L0.npz,0
data_single/20250926-234557-870aaf-L0.npz,0
data_single/20250926-234444-d9e35f-L0.npz,0
data_single/20250926-234524-091668-L0.npz,0
data_single/20250926-234550-cdc9fd-L0.npz,0
data_single/20250926-234556-02ff02-L0.npz,0
data_single/20250926-234432-ad5397-L0.npz,0
data_single/20250926-234227-c51d6f-L1.npz,1
data_single/20250926-234232-21d6e3-L1.npz,1
data_single/20250926-234421-0f60b1-L0.npz,0
data_single/20250926-234531-82391b-L0.npz,0
data_single/20250926-234500-26fd16-L0.npz,0
data_single/20250926-234535-d71890-L0.npz,0
data_single/20250926-234235-99d384-L1.npz,1
data_single/20250926-234434-143bf0-L0.npz,0
data_single/20250926-234208-bc3b4c-L1.npz,1
data_single/20250926-234152-37179b-L1.npz,1
data_single/20250926-234515-ab0b90-L0.npz,0
data_single/20250926-234414-c647e4-L0.npz,0
data_single/20250926-234437-1af9ee-L0.npz,0
data_single/20250926-234228-aec27c-L1.npz,1
data_single/20250926-234425-4af018-L0.npz,0
data_single/20250926-234548-06b662-L0.npz,0
data_single/20250926-234241-da1c85-L1.npz,1
data_single/20250926-234550-8e8c25-L0.npz,0
data_single/20250926-234244-119d0a-L1.npz,1
data_single/20250926-234547-fe566b-L0.npz,0
data_single/20250926-234437-f06615-L0.npz,0
data_single/20250926-234526-4b9591-L0.npz,0
data_single/20250926-234535-68f582-L0.npz,0
data_single/20250926-234514-c12685-L0.npz,0
data_single/20250926-234501-e31dd4-L0.npz,0
data_single/20250926-234537-5d333f-L0.npz,0
data_single/20250926-234513-bd7182-L0.npz,0
data_single/20250926-234501-d9ff17-L0.npz,0
data_single/20250926-234500-2a2008-L0.npz,0
data_single/20250926-234537-75fc97-L0.npz,0
data_single/20250926-234514-68bacf-L0.npz,0
data_single/20250926-234428-7d64c5-L0.npz,0
data_single/20250926-234443-7d6727-L0.npz,0
data_single/20250926-234501-6be320-L0.npz,0
data_single/20250926-234444-33ea81-L0.npz,0
data_single/20250926-234505-66186d-L0.npz,0
data_single/20250926-234533-7e4857-L0.npz,0
data_single/20250926-234528-096ac1-L0.npz,0
data_single/20250926-234416-850ab7-L0.npz,0
data_single/20250926-234522-0ffef2-L0.npz,0
data_single/20250926-234434-0ab140-L0.npz,0
data_single/20250926-234423-65976d-L0.npz,0
data_single/20250926-234426-bfc2c1-L0.npz,0
data_single/20250926-234547-06b7c2-L0.npz,0
data_single/20250926-234556-a562d3-L0.npz,0
data_single/20250926-234158-253128-L1.npz,1
data_single/20250926-234538-632d9a-L0.npz,0
data_single/20250926-234533-e02604-L0.npz,0
data_single/20250926-234422-af8ea6-L0.npz,0
data_single/20250926-234236-ef6006-L1.npz,1
data_single/20250926-234452-76606b-L0.npz,0
data_single/20250926-234153-fc1893-L1.npz,1
data_single/20250926-234416-6ce7c0-L0.npz,0
data_single/20250926-234516-102465-L0.npz,0
data_single/20250926-234438-faa219-L0.npz,0
data_single/20250926-234157-511e88-L1.npz,1
data_single/20250926-234524-950124-L0.npz,0
data_single/20250926-234206-4bf806-L1.npz,1
data_single/20250926-234450-a71dfe-L0.npz,0
data_single/20250926-234501-056b40-L0.npz,0
data_single/20250926-234445-13e7b4-L0.npz,0
data_single/20250926-234223-276a32-L1.npz,1
data_single/20250926-234506-79b542-L0.npz,0
data_single/20250926-234507-c45298-L0.npz,0
data_single/20250926-234509-5d31ef-L0.npz,0
data_single/20250926-234417-feb5bf-L0.npz,0
data_single/20250926-234450-0c0c5e-L0.npz,0
data_single/20250926-234432-08b077-L0.npz,0
data_single/20250926-234542-37fb07-L0.npz,0
data_single/20250926-234547-775a91-L0.npz,0
data_single/20250926-234452-4355a9-L0.npz,0
data_single/20250926-234525-a032be-L0.npz,0
data_single/20250926-234500-3e2240-L0.npz,0
data_single/20250926-234418-2c7a7d-L0.npz,0
data_single/20250926-234550-abf51b-L0.npz,0
data_single/20250926-234516-4cde64-L0.npz,0
data_single/20250926-234524-977669-L0.npz,0
data_single/20250926-234516-a5f3cb-L0.npz,0
data_single/20250926-234533-85e2f0-L0.npz,0
data_single/20250926-234543-c23511-L0.npz,0
data_single/20250926-234425-3ae13f-L0.npz,0
data_single/20250926-234557-88dd75-L0.npz,0
data_single/20250926-234532-1f0429-L0.npz,0
data_single/20250926-234415-0ca142-L0.npz,0
data_single/20250926-234557-5c0b65-L0.npz,0
data_single/20250926-234522-657174-L0.npz,0
data_single/20250926-234542-a3a38a-L0.npz,0
data_single/20250926-234524-42610e-L0.npz,0
data_single/20250926-234241-a46e32-L1.npz,1
data_single/20250926-234201-e97fa4-L1.npz,1
data_single/20250926-234438-ed31d2-L0.npz,0
data_single/20250926-234536-0d3577-L0.npz,0
data_single/20250926-234405-3034f5-L0.npz,0
data_single/20250926-234245-ec3d5c-L1.npz,1
data_single/20250926-234534-fa874b-L0.npz,0
data_single/20250926-234203-cd8ea7-L1.npz,1
data_single/20250926-234522-ca1424-L0.npz,0
data_single/20250926-234515-5f2066-L0.npz,0
data_single/20250926-234513-e36888-L0.npz,0
data_single/20250926-234501-9ff523-L0.npz,0
data_single/20250926-234407-0ed4f3-L0.npz,0
data_single/20250926-234548-05e6e6-L0.npz,0
data_single/20250926-234246-7b0899-L1.npz,1
data_single/20250926-234548-cfe3df-L0.npz,0
data_single/20250926-234427-b6ef1b-L0.npz,0
data_single/20250926-234536-26e880-L0.npz,0
data_single/20250926-234546-ee744b-L0.npz,0
data_single/20250926-234446-abd9a1-L0.npz,0
data_single/20250926-234542-2230a6-L0.npz,0
data_single/20250926-234407-a55df1-L0.npz,0
data_single/20250926-234422-5540a5-L0.npz,0
data_single/20250926-234225-68d873-L1.npz,1
data_single/20250926-234507-5dbf11-L0.npz,0
data_single/20250926-234209-abe0f8-L1.npz,1
data_single/20250926-234432-60652c-L0.npz,0
data_single/20250926-234537-6cc0cd-L0.npz,0
data_single/20250926-234252-03d145-L1.npz,1
data_single/20250926-234445-3448f2-L0.npz,0
data_single/20250926-234406-03d059-L0.npz,0
data_single/20250926-234239-52b587-L1.npz,1
data_single/20250926-234158-2d7f3e-L1.npz,1
data_single/20250926-234541-d73beb-L0.npz,0
data_single/20250926-234212-4f956b-L1.npz,1
data_single/20250926-234509-43dc2f-L0.npz,0
data_single/20250926-234200-4163bd-L1.npz,1
data_single/20250926-234421-0885e1-L0.npz,0
data_single/20250926-234548-ed9dee-L0.npz,0
data_single/20250926-234444-29bc14-L0.npz,0
data_single/20250926-234438-0e6601-L0.npz,0
data_single/20250926-234445-971763-L0.npz,0
data_single/20250926-234528-3850a7-L0.npz,0
data_single/20250926-234204-1c2191-L1.npz,1
data_single/20250926-234523-534586-L0.npz,0
data_single/20250926-234532-0f3783-L0.npz,0
data_single/20250926-234405-75eadf-L0.npz,0
data_single/20250926-234423-88d2ad-L0.npz,0
data_single/20250926-234515-cb1a6b-L0.npz,0
data_single/20250926-234534-5b7630-L0.npz,0
data_single/20250926-234546-273c9b-L0.npz,0
data_single/20250926-234159-103bd9-L1.npz,1
data_single/20250926-234433-8aca92-L0.npz,0
data_single/20250926-234507-bd90b4-L0.npz,0
data_single/20250926-234538-a4feb5-L0.npz,0
data_single/20250926-234525-8ce3f0-L0.npz,0
data_single/20250926-234545-d51b28-L0.npz,0
data_single/20250926-234433-f9ef74-L0.npz,0
data_single/20250926-234516-bff3ca-L0.npz,0
data_single/20250926-234506-0fe7e6-L0.npz,0
data_single/20250926-234557-dce1d1-L0.npz,0
data_single/20250926-234414-c8ffeb-L0.npz,0
data_single/20250926-234528-9d0325-L0.npz,0
data_single/20250926-234226-82dd28-L1.npz,1
data_single/20250926-234505-300a52-L0.npz,0
